P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
glaucum-1_2	scopulorum	trolliifolium	0.00642679	0.116191	0.907501	0.000800881	311.087	57.2292	56.4983
scopulorum	glaucum-1_2	viridescens	0.0129634	0.226948	0.820464	0.00145605	121.749	69.1189	67.3498
glaucum-1_2	scopulorum	xantholeucum	0.0677001	1.27878	0.200976	0.00925334	174.61	68.2042	59.5549
stachydeum	glaucum-1_2	trolliifolium	0.0359709	0.636717	0.524309	0.00587623	247.889	74.2257	69.0712
stachydeum	glaucum-1_2	viridescens	0.261128	4.73701	2.169e-06	0.0355321	99.0078	109.692	64.2665
stachydeum	glaucum-1_2	xantholeucum	0.234308	4.17055	3.03867e-05	0.0380222	148.307	91.0584	56.4873
glaucum-1_2	viridescens	trolliifolium	0.0915307	1.7445	0.0810726	0.0148705	259.806	78.4358	65.2812
glaucum-1_2	xantholeucum	trolliifolium	0.162368	3.66788	0.000244571	0.0377908	221.668	118.705	85.5417
xantholeucum	viridescens	glaucum-1_2	0.323848	6.96415	3.30398e-12	0.0745092	161.444	123.569	63.1128
gypsophilum	hesperium	glaucum-3_4	0.163269	4.18278	2.87963e-05	0.0643806	233.644	150.328	108.13
gypsophilum	glaucum-3_4	lineapetalum	0.300761	8.21151	2.3e-16	0.0654075	172.824	195.664	105.181
gypsophilum	glaucum-3_4	multiplex	0.391024	11.2874	2.3e-16	0.114752	148.972	232.454	101.766
novomexicanum	glaucum-3_4	gypsophilum	0.101762	2.12147	0.0338825	0.00828308	237.989	80.9193	65.9714
gypsophilum	glaucum-3_4	nudicaule	0.106604	2.75356	0.00589511	0.0271115	380.223	144.48	116.643
gypsophilum	glaucum-3_4	nuttallianum-14	0.31802	8.03656	9.23957e-16	0.0734239	156.897	163.195	84.4418
gypsophilum	glaucum-3_4	nuttallianum-7_9	0.355021	9.86883	2.3e-16	0.116563	182.519	176.269	83.9025
glaucum-3_4	occidentale	gypsophilum	0.0028595	0.0629561	0.949801	0.000231679	322.682	74.2826	73.8589
gypsophilum	parryi	glaucum-3_4	0.207772	5.40326	6.54418e-08	0.0700931	460.668	127.633	83.7196
gypsophilum	glaucum-3_4	patens	0.0463893	1.13881	0.254784	0.0115682	597.688	92.5764	84.3681
ramosum-1_5	glaucum-3_4	gypsophilum	0.0127574	0.281476	0.778346	0.00103965	248.903	75.8025	73.8928
glaucum-3_4	ramosum-3	gypsophilum	0.0614963	1.21123	0.225808	0.00523329	239.167	79.4132	70.2118
glaucum-3_4	ramosum-4_10	gypsophilum	0.0145821	0.321775	0.747623	0.0011663	242.292	74.6022	72.4577
sapellonis	glaucum-3_4	gypsophilum	0.0161181	0.341664	0.732604	0.00137114	244.601	78.5838	76.0907
gypsophilum	glaucum-3_4	scaposum	0.334979	9.49674	2.3e-16	0.100905	154.627	196.526	97.8997
glaucum-3_4	scopulorum	gypsophilum	0.0346511	0.744781	0.456404	0.00312462	220.916	80.661	75.2582
gypsophilum	glaucum-3_4	stachydeum	0.392692	10.0589	2.3e-16	0.0738284	117.571	182.584	79.6192
gypsophilum	glaucum-3_4	trolliifolium	0.313811	8.04701	8.48388e-16	0.0697236	274.803	157.834	82.4352
gypsophilum	glaucum-3_4	viridescens	0.372253	9.92319	2.3e-16	0.0666058	116.237	184.49	84.3964
gypsophilum	glaucum-3_4	xantholeucum	0.304669	7.99793	1.26526e-15	0.0770171	164.382	181.728	96.8529
hesperium	glaucum-3_4	lineapetalum	0.168603	3.85733	0.000114633	0.0306855	158.236	135.361	96.3021
hesperium	glaucum-3_4	multiplex	0.191847	4.79417	1.63348e-06	0.0477469	142.038	146.123	99.0809
glaucum-3_4	novomexicanum	hesperium	0.0130093	0.258116	0.796317	0.00102996	166.851	75.8403	73.8924
glaucum-3_4	hesperium	nudicaule	0.161328	3.62812	0.000285495	0.0387008	345.569	128.687	92.9332
hesperium	glaucum-3_4	nuttallianum-14	0.175694	3.72539	0.000195013	0.0316426	154.679	104.616	73.349
hesperium	glaucum-3_4	nuttallianum-7_9	0.214442	5.0196	5.17779e-07	0.0558851	180.4	117.169	75.7904
occidentale	glaucum-3_4	hesperium	0.107743	2.17127	0.0299106	0.00785432	255.533	77.9136	62.7574
parryi	hesperium	glaucum-3_4	0.0448203	1.0242	0.305743	0.0161726	233.745	111.012	101.488
glaucum-3_4	hesperium	patens	0.124767	2.49895	0.012456	0.0246678	559.087	72.1354	56.1319
glaucum-3_4	ramosum-1_5	hesperium	0.0822524	1.64717	0.0995225	0.00649435	168.266	83.0694	70.4427
glaucum-3_4	ramosum-3	hesperium	0.07754	1.42076	0.155386	0.00566279	164.45	72.5469	62.1059
glaucum-3_4	ramosum-4_10	hesperium	0.10213	2.05886	0.0395072	0.00809934	164.846	85.2677	69.4649
glaucum-3_4	sapellonis	hesperium	0.100184	1.98897	0.0467047	0.00799454	171.36	84.9171	69.4518
hesperium	glaucum-3_4	scaposum	0.176147	4.1048	4.04672e-05	0.0411831	141.809	116.408	81.5404
glaucum-3_4	scopulorum	hesperium	0.0430312	0.84102	0.400337	0.00379802	153.541	81.9748	75.2109
hesperium	glaucum-3_4	stachydeum	0.186103	3.92636	8.62394e-05	0.0305559	112.872	126.837	87.0347
hesperium	glaucum-3_4	trolliifolium	0.158746	3.4649	0.000530433	0.028193	274.089	103.395	75.0651
hesperium	glaucum-3_4	viridescens	0.252486	5.43848	5.37374e-08	0.0388486	98.7448	131.655	78.5747
hesperium	glaucum-3_4	xantholeucum	0.242603	5.37286	7.74976e-08	0.0484888	152.01	125.937	76.7617
lineapetalum	multiplex	glaucum-3_4	0.154731	4.16816	3.07072e-05	0.0545564	289.178	148.362	108.602
glaucum-3_4	novomexicanum	lineapetalum	0.000351886	0.00726226	0.994206	3.93372e-05	203.369	74.0321	73.98
glaucum-3_4	lineapetalum	nudicaule	0.0855456	1.98421	0.0472326	0.0179022	355.578	110.109	92.7552
nuttallianum-14	lineapetalum	glaucum-3_4	0.0890481	2.12513	0.0335757	0.0251244	367.148	96.5651	80.7734
nuttallianum-7_9	lineapetalum	glaucum-3_4	0.146637	4.0075	6.13661e-05	0.047595	280.839	123.531	91.9358
glaucum-3_4	occidentale	lineapetalum	0.105958	2.34483	0.0190357	0.0115536	291.583	81.599	65.9635
parryi	glaucum-3_4	lineapetalum	0.0897006	2.11905	0.0340864	0.0170176	160.767	124.097	103.667
glaucum-3_4	lineapetalum	patens	0.128494	2.69556	0.007027	0.0249841	623.5	77.1667	59.5938
glaucum-3_4	ramosum-1_5	lineapetalum	0.0843655	1.80242	0.0714792	0.00971642	214.385	85.2639	71.9965
glaucum-3_4	ramosum-3	lineapetalum	0.130798	2.52826	0.011463	0.0141519	204.513	79.2943	60.9505
glaucum-3_4	ramosum-4_10	lineapetalum	0.0557563	1.19397	0.232489	0.00578778	206.938	74.531	66.6588
glaucum-3_4	sapellonis	lineapetalum	0.0595783	1.2408	0.214679	0.00694875	217.174	83.1185	73.7713
lineapetalum	glaucum-3_4	scaposum	0.111341	2.77064	0.00559466	0.0300364	121.754	137.141	109.662
glaucum-3_4	scopulorum	lineapetalum	0.0639089	1.32951	0.18368	0.00753055	200.487	77.5716	68.2522
stachydeum	glaucum-3_4	lineapetalum	0.132931	2.74812	0.00599386	0.0202742	159.061	108.842	83.3003
glaucum-3_4	lineapetalum	trolliifolium	0.196531	4.75154	2.01869e-06	0.0445192	253.31	139.935	93.9661
lineapetalum	viridescens	glaucum-3_4	0.292073	6.64256	3.08277e-11	0.100293	199.804	143.182	78.4497
lineapetalum	xantholeucum	glaucum-3_4	0.0592315	1.48631	0.137198	0.0169399	520.455	101.01	89.7135
novomexicanum	glaucum-3_4	multiplex	0.0338195	0.791273	0.428785	0.00535419	194.658	84.4694	78.9428
glaucum-3_4	multiplex	nudicaule	0.013359	0.334636	0.7379	0.00249564	410.865	99.61	96.9837
nuttallianum-14	multiplex	glaucum-3_4	0.198308	5.09988	3.39864e-07	0.0696226	195.299	140.754	94.1671
nuttallianum-7_9	multiplex	glaucum-3_4	0.252197	7.1734	7.31576e-13	0.0910369	193.468	165.951	99.1048
glaucum-3_4	occidentale	multiplex	0.116808	2.89414	0.00380201	0.018963	276.139	94.8885	75.0396
parryi	glaucum-3_4	multiplex	0.235281	5.87866	4.13592e-09	0.0602593	136.414	153.001	94.7174
glaucum-3_4	multiplex	patens	0.126597	2.85362	0.00432249	0.0216508	705.902	72.7932	56.4335
glaucum-3_4	ramosum-1_5	multiplex	0.0594281	1.41673	0.156561	0.00969932	190.963	92.0943	81.7623
glaucum-3_4	ramosum-3	multiplex	0.0594548	1.30571	0.19165	0.00933243	180.509	83.4904	74.1198
glaucum-3_4	ramosum-4_10	multiplex	0.0233016	0.569902	0.568744	0.00344545	184.816	80.8894	77.2055
glaucum-3_4	sapellonis	multiplex	0.00383919	0.0896963	0.928529	0.000575067	197.571	79.2801	78.6737
multiplex	glaucum-3_4	scaposum	0.0255173	0.697181	0.485689	0.00631432	145.937	124.281	118.096
scopulorum	glaucum-3_4	multiplex	0.0466894	1.06875	0.285183	0.00740401	171.811	80.9863	73.7613
stachydeum	glaucum-3_4	multiplex	0.188623	4.42016	9.86284e-06	0.040764	137.671	127.379	86.9514
glaucum-3_4	multiplex	trolliifolium	0.146802	3.80162	0.00014375	0.0296536	290.328	127.476	94.8398
multiplex	viridescens	glaucum-3_4	0.174373	4.3436	1.40168e-05	0.0406296	515.668	87.9594	61.8388
xantholeucum	multiplex	glaucum-3_4	0.112929	3.07863	0.00207953	0.0401805	226.439	137.426	109.537
glaucum-3_4	novomexicanum	nudicaule	0.00484596	0.0960407	0.923488	0.000560081	471.851	59.3993	58.8264
glaucum-3_4	novomexicanum	nuttallianum-14	0.00335683	0.0633342	0.9495	0.000368181	205.03	56.0438	55.6688
novomexicanum	glaucum-3_4	nuttallianum-7_9	0.0684111	1.42425	0.154374	0.0110411	242.153	64.9238	56.6096
novomexicanum	glaucum-3_4	occidentale	0.337752	9.77795	2.3e-16	0.125856	89.5221	173.149	85.7166
novomexicanum	glaucum-3_4	parryi	0.0161371	0.327848	0.743026	0.00113233	173.119	72.0425	69.7543
glaucum-3_4	novomexicanum	patens	0.0307885	0.523856	0.600379	0.00317064	737.332	38.5365	36.2344
novomexicanum	ramosum-1_5	glaucum-3_4	0.0659178	1.42879	0.153065	0.0142445	199.558	66.1415	57.9609
novomexicanum	ramosum-3	glaucum-3_4	0.122145	2.29644	0.0216508	0.0250882	284.071	62.8416	49.161
ramosum-4_10	novomexicanum	glaucum-3_4	0.00307859	0.0685552	0.945344	0.000747279	142.913	69.2942	68.8688
novomexicanum	sapellonis	glaucum-3_4	0.110663	2.32483	0.0200813	0.0176732	408.141	52.2731	41.8565
novomexicanum	glaucum-3_4	scaposum	0.0472	0.974341	0.329887	0.00666714	189.848	68.6393	62.4518
novomexicanum	scopulorum	glaucum-3_4	0.0305533	0.622174	0.533827	0.00747705	156.19	67.4594	63.4594
glaucum-3_4	novomexicanum	stachydeum	0.0607115	1.11411	0.265231	0.0063843	151.574	75.6484	66.9887
glaucum-3_4	novomexicanum	trolliifolium	0.0693968	1.36706	0.171608	0.00750534	353.04	61.158	53.2205
novomexicanum	glaucum-3_4	viridescens	0.0478912	0.934426	0.350084	0.00500024	141.889	77.7219	70.6178
novomexicanum	glaucum-3_4	xantholeucum	0.0409918	0.816165	0.414406	0.00474645	198.97	63.2012	58.2237
nuttallianum-14	glaucum-3_4	nudicaule	0.0387132	0.839445	0.40122	0.00745118	292.582	83.707	77.4674
nuttallianum-7_9	glaucum-3_4	nudicaule	0.00941829	0.231693	0.816776	0.00210285	306.357	102.432	100.52
glaucum-3_4	occidentale	nudicaule	0.062708	1.29264	0.196136	0.00712809	558.857	61.0501	53.8453
glaucum-3_4	parryi	nudicaule	0.052902	1.20717	0.227367	0.0118661	360.121	107.531	96.7253
glaucum-3_4	nudicaule	patens	0.451903	13.0093	2.3e-16	0.187152	394.336	217.086	81.9505
glaucum-3_4	ramosum-1_5	nudicaule	0.0707082	1.41484	0.157114	0.00872432	483.714	68.707	59.6324
glaucum-3_4	ramosum-3	nudicaule	0.0896955	1.63059	0.102976	0.0101016	462.648	59.7318	49.8984
glaucum-3_4	ramosum-4_10	nudicaule	0.0777543	1.59176	0.111438	0.00873009	472.798	62.2688	53.284
glaucum-3_4	sapellonis	nudicaule	0.112557	2.23802	0.0252197	0.0133343	480.24	68.5386	54.6706
glaucum-3_4	scaposum	nudicaule	0.0259587	0.582491	0.560236	0.00430179	340.356	79.0799	75.0781
glaucum-3_4	scopulorum	nudicaule	0.107723	2.14881	0.0316496	0.014258	416.729	68.9288	55.5226
glaucum-3_4	stachydeum	nudicaule	0.0244846	0.48442	0.628088	0.00405995	356.707	77.7274	74.0122
glaucum-3_4	trolliifolium	nudicaule	0.186966	4.7277	2.27078e-06	0.0621047	203.012	175.523	120.227
glaucum-3_4	viridescens	nudicaule	0.0858632	1.74382	0.081191	0.0140045	364.61	82.9922	69.8672
xantholeucum	glaucum-3_4	nudicaule	0.0251346	0.569062	0.569314	0.00535412	329.096	96.9727	92.2174
nuttallianum-7_9	nuttallianum-14	glaucum-3_4	0.138806	3.5542	0.000379129	0.0385232	320.545	101.784	76.9718
glaucum-3_4	occidentale	nuttallianum-14	0.131141	2.6642	0.00771717	0.0148891	269.709	67.3859	51.7609
parryi	glaucum-3_4	nuttallianum-14	0.168513	3.6725	0.000240186	0.0332107	146.451	110.274	78.4683
glaucum-3_4	nuttallianum-14	patens	0.0840314	1.65879	0.0971589	0.0159189	488.479	64.0312	54.1042
glaucum-3_4	ramosum-1_5	nuttallianum-14	0.0673553	1.31266	0.189297	0.00734684	200.767	60.1402	52.5499
glaucum-3_4	ramosum-3	nuttallianum-14	0.0402399	0.697875	0.485255	0.00444558	192.292	56.0104	51.6771
glaucum-3_4	ramosum-4_10	nuttallianum-14	0.0449014	0.889176	0.373909	0.00500776	193.288	60.238	55.0609
glaucum-3_4	sapellonis	nuttallianum-14	0.0716499	1.39773	0.162193	0.00843264	202.816	63.9427	55.3924
nuttallianum-14	glaucum-3_4	scaposum	0.113273	2.78148	0.00541109	0.0319778	103.577	128.407	102.277
scopulorum	glaucum-3_4	nuttallianum-14	0.0302046	0.601475	0.547524	0.00366938	183.722	61.7014	58.0833
stachydeum	glaucum-3_4	nuttallianum-14	0.170231	3.16846	0.00153246	0.0269816	140.699	89.0564	63.1467
glaucum-3_4	nuttallianum-14	trolliifolium	0.220111	5.24825	1.53551e-07	0.0510337	221.32	134.345	85.8724
nuttallianum-14	viridescens	glaucum-3_4	0.326867	7.15631	8.28755e-13	0.10445	169.299	123.028	62.4132
nuttallianum-14	xantholeucum	glaucum-3_4	0.121565	2.85754	0.00426943	0.0307761	426.643	89.2975	69.9399
glaucum-3_4	occidentale	nuttallianum-7_9	0.119911	2.7951	0.00518833	0.0208807	315.303	75.0808	59.0027
parryi	glaucum-3_4	nuttallianum-7_9	0.161115	3.82519	0.00013067	0.044514	175.434	113.995	82.3591
glaucum-3_4	nuttallianum-7_9	patens	0.123168	2.85503	0.00430329	0.0272476	515.4	83.7331	65.3685
ramosum-1_5	glaucum-3_4	nuttallianum-7_9	0.0460257	1.01779	0.308778	0.00779604	239.104	68.4769	62.4508
glaucum-3_4	ramosum-3	nuttallianum-7_9	0.0998947	1.99426	0.0461238	0.0180741	240.325	70.2782	57.5126
ramosum-4_10	glaucum-3_4	nuttallianum-7_9	0.0157611	0.348025	0.727822	0.00259524	241.455	64.414	62.415
glaucum-3_4	sapellonis	nuttallianum-7_9	0.00420137	0.0907093	0.927724	0.000707666	255.444	64.319	63.7808
nuttallianum-7_9	glaucum-3_4	scaposum	0.178347	4.8526	1.21856e-06	0.0542665	113.027	162.263	113.145
scopulorum	glaucum-3_4	nuttallianum-7_9	0.0741488	1.62335	0.104514	0.0129623	220.918	66.6978	57.4895
stachydeum	glaucum-3_4	nuttallianum-7_9	0.134435	2.89821	0.00375305	0.0324394	175.056	95.3876	72.7799
glaucum-3_4	nuttallianum-7_9	trolliifolium	0.168433	4.44301	8.87075e-06	0.042312	221.361	144.137	102.582
nuttallianum-7_9	viridescens	glaucum-3_4	0.410612	10.4692	2.3e-16	0.14684	141.757	157.408	65.7688
nuttallianum-7_9	xantholeucum	glaucum-3_4	0.206188	5.45741	4.83135e-08	0.0651982	261.216	126.693	83.3787
occidentale	glaucum-3_4	parryi	0.049579	1.06779	0.285614	0.00339387	240.688	73.0285	66.1292
glaucum-3_4	occidentale	patens	0.045515	0.846638	0.397197	0.005046	839.336	41.9935	38.3372
ramosum-1_5	glaucum-3_4	occidentale	0.239724	6.89168	5.51356e-12	0.092134	86.8105	168.311	103.219
ramosum-3	glaucum-3_4	occidentale	0.276597	7.831	4.83999e-15	0.103306	91.9097	159.547	90.4097
ramosum-4_10	glaucum-3_4	occidentale	0.307823	9.26572	2.3e-16	0.114521	82.3737	172.921	91.5198
sapellonis	glaucum-3_4	occidentale	0.261525	7.51484	5.69794e-14	0.0982326	95.9748	167.591	98.105
occidentale	glaucum-3_4	scaposum	0.00818432	0.177564	0.859065	0.00114702	265.024	64.8003	63.7483
scopulorum	glaucum-3_4	occidentale	0.33361	9.61159	2.3e-16	0.131115	80.8333	172.917	86.4044
glaucum-3_4	occidentale	stachydeum	0.0465553	0.894384	0.371117	0.00444762	228.822	68.7665	62.6484
glaucum-3_4	occidentale	trolliifolium	0.0597826	1.24406	0.213477	0.00671119	428.766	63.3996	56.2468
glaucum-3_4	occidentale	viridescens	0.0637382	1.30339	0.19244	0.00637	221.058	77.4193	68.1415
glaucum-3_4	occidentale	xantholeucum	0.0414648	0.889245	0.373872	0.00525112	279.433	69.6382	64.0931
parryi	glaucum-3_4	patens	0.0270798	0.577399	0.56367	0.00599036	597.071	73.9462	70.0469
glaucum-3_4	ramosum-1_5	parryi	0.00604003	0.130077	0.896505	0.000417869	172.966	71.8588	70.9959
glaucum-3_4	ramosum-3	parryi	0.0432608	0.838074	0.401989	0.00313916	162.377	73.5191	67.4219
glaucum-3_4	ramosum-4_10	parryi	0.00462271	0.0979366	0.921983	0.000314234	164.972	70.6301	69.9801
glaucum-3_4	sapellonis	parryi	0.00830911	0.174128	0.861765	0.000567779	167.928	70.1554	68.9991
parryi	glaucum-3_4	scaposum	0.186438	4.42758	9.52979e-06	0.0463254	147.445	127.622	87.5129
glaucum-3_4	scopulorum	parryi	0.0574387	1.18361	0.236567	0.00439976	143.8	78.3378	69.8274
parryi	glaucum-3_4	stachydeum	0.236905	5.09388	3.50811e-07	0.0387287	114.872	125.569	77.4688
parryi	glaucum-3_4	trolliifolium	0.123818	2.78819	0.00530034	0.0239063	271.076	105.875	82.5451
parryi	glaucum-3_4	viridescens	0.267188	5.93923	2.86364e-09	0.0424172	104.942	132.424	76.5807
parryi	glaucum-3_4	xantholeucum	0.162252	3.73879	0.00018491	0.0357372	151.329	125.282	90.303
glaucum-3_4	ramosum-1_5	patens	0.017035	0.304156	0.761009	0.00186472	751.697	40.6311	39.27
glaucum-3_4	ramosum-3	patens	0.12458	2.06117	0.0392873	0.0132197	723.656	41.8438	32.5729
ramosum-4_10	glaucum-3_4	patens	0.033608	0.62045	0.534962	0.00361816	745.926	40.8249	38.1701
glaucum-3_4	sapellonis	patens	0.0414171	0.74014	0.459215	0.00437243	736.121	40.4453	37.2283
glaucum-3_4	scaposum	patens	0.0883283	1.8418	0.0655045	0.0141276	573.266	58.7192	49.1879
scopulorum	glaucum-3_4	patens	0.0828889	1.46991	0.141585	0.00886101	678.181	39.125	33.1354
glaucum-3_4	stachydeum	patens	0.0498309	0.883815	0.376796	0.00796495	593.851	56.5833	51.2118
glaucum-3_4	trolliifolium	patens	0.238279	5.58036	2.40027e-08	0.0706498	410.751	122.133	75.1293
glaucum-3_4	viridescens	patens	0.168329	3.0043	0.00266197	0.0253645	594.295	59.1771	42.125
glaucum-3_4	xantholeucum	patens	0.021966	0.453811	0.649965	0.0042332	557.398	64.8199	62.0334
ramosum-1_5	ramosum-3	glaucum-3_4	0.132902	2.70255	0.00688097	0.0321346	200.242	75.3134	57.6432
ramosum-4_10	ramosum-1_5	glaucum-3_4	0.0596705	1.34877	0.17741	0.0128917	172.388	68.6855	60.9501
ramosum-1_5	sapellonis	glaucum-3_4	0.0818372	1.77014	0.0767033	0.018724	223.136	73.464	62.3494
glaucum-3_4	ramosum-1_5	scaposum	0.0668065	1.44837	0.147514	0.0096913	194.603	73.2033	64.0349
scopulorum	ramosum-1_5	glaucum-3_4	0.0289276	0.612717	0.540063	0.00729573	148.851	72.0645	68.0124
glaucum-3_4	ramosum-1_5	stachydeum	0.0717492	1.3802	0.167525	0.00719625	158.131	75.7504	65.6081
glaucum-3_4	ramosum-1_5	trolliifolium	0.0323075	0.648967	0.51636	0.00353974	361.498	61.076	57.253
ramosum-1_5	glaucum-3_4	viridescens	0.0107393	0.212241	0.831919	0.00110867	144.115	75.4071	73.8047
glaucum-3_4	ramosum-1_5	xantholeucum	0.0302536	0.628398	0.529743	0.003433	201.249	62.9348	59.2386
ramosum-4_10	ramosum-3	glaucum-3_4	0.134927	2.72037	0.00652093	0.0308935	161.049	72.4873	55.2519
sapellonis	ramosum-3	glaucum-3_4	0.10228	1.97231	0.0485746	0.0202555	289.433	60.4714	49.2491
glaucum-3_4	ramosum-3	scaposum	0.0276606	0.542456	0.587504	0.00392119	190.759	64.8234	61.3338
scopulorum	ramosum-3	glaucum-3_4	0.123481	2.36547	0.0180071	0.0300381	156.576	71.1523	55.5117
glaucum-3_4	ramosum-3	stachydeum	0.117959	2.13142	0.0330543	0.0125014	148.47	77.4983	61.1441
glaucum-3_4	ramosum-3	trolliifolium	0.104656	1.89611	0.0579455	0.0116616	350.624	62.8359	50.9297
glaucum-3_4	ramosum-3	viridescens	0.136983	2.51073	0.0120483	0.0146257	142.142	84.9757	64.5
glaucum-3_4	ramosum-3	xantholeucum	0.0733885	1.38344	0.166529	0.0092912	197.488	68.0521	58.7465
ramosum-4_10	sapellonis	glaucum-3_4	0.131922	2.95617	0.00311482	0.0302799	156.308	78.0565	59.8621
glaucum-3_4	ramosum-4_10	scaposum	0.0215501	0.463116	0.643281	0.00304719	194.279	67.624	64.7709
scopulorum	ramosum-4_10	glaucum-3_4	0.0438127	0.937466	0.348519	0.0111365	166.827	75.7005	69.3456
ramosum-4_10	glaucum-3_4	stachydeum	0.00846631	0.166479	0.86778	0.000798713	150.527	66.63	65.5113
glaucum-3_4	ramosum-4_10	trolliifolium	0.0490724	1.00132	0.316674	0.00524706	357.717	60.8161	55.1266
glaucum-3_4	ramosum-4_10	viridescens	0.076532	1.51884	0.128804	0.00773443	138.505	78.474	67.3164
ramosum-4_10	glaucum-3_4	xantholeucum	0.0152195	0.31615	0.751889	0.00171884	206.969	62.3626	60.4928
glaucum-3_4	sapellonis	scaposum	0.00566813	0.118294	0.905835	0.000776628	201.721	65.7643	65.023
scopulorum	sapellonis	glaucum-3_4	0.0770304	1.63662	0.10171	0.0188261	181.196	73.9026	63.3314
glaucum-3_4	sapellonis	stachydeum	0.1027	1.96037	0.0499525	0.0107256	159.148	79.0182	64.2995
glaucum-3_4	sapellonis	trolliifolium	0.0720802	1.4501	0.14703	0.00752532	365.892	59.3905	51.4044
sapellonis	glaucum-3_4	viridescens	0.0313478	0.598965	0.549196	0.0031268	149.841	74.2539	69.74
glaucum-3_4	sapellonis	xantholeucum	0.0449633	0.931207	0.351746	0.00533184	216.57	66.3116	60.605
scopulorum	glaucum-3_4	scaposum	0.0059866	0.12556	0.90008	0.000931213	179.04	68.5578	67.7419
stachydeum	glaucum-3_4	scaposum	0.242642	5.13057	2.88859e-07	0.0470781	143.192	107.765	65.6801
glaucum-3_4	scaposum	trolliifolium	0.013104	0.310754	0.755988	0.00247468	250.043	94.963	92.5064
glaucum-3_4	viridescens	scaposum	0.0912008	2.07504	0.0379825	0.0208352	129.218	105.835	88.1437
xantholeucum	glaucum-3_4	scaposum	0.116937	2.91168	0.00359491	0.0322018	121.217	136.326	107.781
scopulorum	glaucum-3_4	stachydeum	0.0156749	0.289975	0.771836	0.0016243	138.817	67.046	64.9766
glaucum-3_4	scopulorum	trolliifolium	0.0836656	1.70523	0.0881516	0.0098618	326.235	63.9297	54.0582
glaucum-3_4	scopulorum	viridescens	0.00830626	0.160859	0.872204	0.000902553	127.76	71.6545	70.474
glaucum-3_4	scopulorum	xantholeucum	0.0557184	1.16722	0.24312	0.00742856	187.097	71.5955	64.0382
glaucum-3_4	stachydeum	trolliifolium	0.0409645	0.803363	0.421765	0.00658081	266.402	81.1311	74.7457
stachydeum	glaucum-3_4	viridescens	0.22807	4.4802	7.45718e-06	0.0304739	99.4019	112.207	70.5304
stachydeum	glaucum-3_4	xantholeucum	0.23827	4.73532	2.18715e-06	0.0384658	155.386	101.187	62.2457
glaucum-3_4	viridescens	trolliifolium	0.17073	3.50658	0.000453906	0.0280194	272.532	93.4413	66.1878
glaucum-3_4	xantholeucum	trolliifolium	0.257356	6.30004	2.97573e-10	0.0594956	245.993	143.75	84.9044
xantholeucum	viridescens	glaucum-3_4	0.305752	7.00931	2.39493e-12	0.10228	183.36	131.021	69.6619
gypsophilum	hesperium	lineapetalum	0.146701	3.78476	0.000153859	0.032268	285.756	159.263	118.513
gypsophilum	hesperium	multiplex	0.204558	5.69941	1.20221e-08	0.0583519	288.52	171.832	113.471
gypsophilum	hesperium	novomexicanum	0.206877	5.04225	4.60089e-07	0.0651925	216.916	145.652	95.7185
gypsophilum	hesperium	nudicaule	0.246577	6.43599	1.22675e-10	0.0732872	442.341	168.272	101.703
gypsophilum	hesperium	nuttallianum-14	0.160064	3.95211	7.74654e-05	0.0358917	275.289	127.209	92.1047
gypsophilum	hesperium	nuttallianum-7_9	0.164839	4.2941	1.75404e-05	0.051537	300.162	129.529	92.8689
gypsophilum	hesperium	occidentale	0.150969	3.80822	0.000139972	0.0466407	228.252	137.971	101.777
gypsophilum	parryi	hesperium	0.128751	3.74945	0.000177223	0.0259445	365.076	181.305	139.944
gypsophilum	hesperium	patens	0.138194	3.46384	0.000532516	0.0360064	670.819	94.6875	71.6944
gypsophilum	hesperium	ramosum-1_5	0.237662	5.93365	2.96277e-09	0.0930282	220.165	157.405	96.9534
gypsophilum	hesperium	ramosum-3	0.148373	3.55405	0.00037934	0.043145	205.558	140.364	104.093
gypsophilum	hesperium	ramosum-4_10	0.223739	5.63524	1.7481e-08	0.0937293	226.881	154.519	98.0168
gypsophilum	hesperium	sapellonis	0.203368	5.0502	4.41343e-07	0.0787601	220.478	154.659	102.384
gypsophilum	hesperium	scaposum	0.196921	5.19333	2.06568e-07	0.0558046	266.922	144.441	96.9132
gypsophilum	hesperium	scopulorum	0.172411	4.2673	1.97854e-05	0.0545312	214.041	145.978	103.044
gypsophilum	hesperium	stachydeum	0.147645	3.45948	0.00054121	0.0281179	225.706	137.296	101.97
gypsophilum	hesperium	trolliifolium	0.131435	3.31688	0.000910291	0.0297376	382.837	128.288	98.4826
gypsophilum	hesperium	viridescens	0.133356	3.3065	0.000944684	0.0237455	234.648	137.78	105.356
gypsophilum	hesperium	xantholeucum	0.133728	3.32396	0.000887474	0.0311119	281.497	134.262	102.589
lineapetalum	multiplex	gypsophilum	0.0857056	2.42093	0.0154811	0.0118957	430.851	143.695	121.009
gypsophilum	novomexicanum	lineapetalum	0.312548	8.04586	8.56411e-16	0.0676854	158.705	188.861	98.9167
gypsophilum	lineapetalum	nudicaule	0.177943	4.80721	1.53055e-06	0.0598792	320.054	196.984	137.47
nuttallianum-14	lineapetalum	gypsophilum	0.108757	2.75052	0.00595002	0.0129593	462.328	109.116	87.7101
